symbol,value,unit,variant_id,product_id
V1,85.1,mm,12442,1204
Lg,45.7,mm,12442,1204
D2,180,mm,12442,1204
k,145,mm,12442,1204
Y1,15.0,mm,12442,1204
Y,92.3,mm,12442,1204
M2,98.1,mm,12442,1204
E,64.5,mm,12442,1204
H4,23,mm,12442,1204
Q1,54,mm,12442,1204
Hmax,332.3,mm,12442,1204
Q2,35,mm,12442,1204
Lmax,196.2,mm,12442,1204
d,90,mm,12443,1204
DN,80,mm,12443,1204
Gewicht,4.692,kg,12443,1204
Wmax,210,mm,12443,1204
U,90,mm,12443,1204
D1,145.6,mm,12443,1204
d2,M16,,12443,1204
V1,91.2,mm,12443,1204
Lg,48.7,mm,12443,1204
D2,195,mm,12443,1204
k,160,mm,12443,1204
Y1,15.0,mm,12443,1204
Y,98.2,mm,12443,1204
M2,102.8,mm,12443,1204
E,70.4,mm,12443,1204
H4,23,mm,12443,1204
Q1,67,mm,12443,1204
Hmax,352.8,mm,12443,1204
Q2,50,mm,12443,1204
Lmax,205.6,mm,12443,1204
d,110,mm,12444,1204
DN,100,mm,12444,1204
Gewicht,6.406,kg,12444,1204
Wmax,240,mm,12444,1204
U,90,mm,12444,1204
D1,166.0,mm,12444,1204
d2,M16,,12444,1204
V1,107.5,mm,12444,1204
Lg,55.6,mm,12444,1204
D2,226,mm,12444,1204
k,180,mm,12444,1204
Y,111.2,mm,12444,1204
M2,121.0,mm,12444,1204
E,83.3,mm,12444,1204
H4,23,mm,12444,1204
Q1,88,mm,12444,1204
Hmax,384.7,mm,12444,1204
Q2,74,mm,12444,1204
Lmax,242.0,mm,12444,1204
d,140,mm,12445,1204
DN,125,mm,12445,1204
Gewicht,9.222,kg,12445,1204
Wmax,272,mm,12445,1204
U,90,mm,12445,1204
D1,180.0,mm,12445,1204
d2,M16,,12445,1204
V1,122.7,mm,12445,1204
Lg,63.5,mm,12445,1204
D2,258,mm,12445,1204
k,210,mm,12445,1204
Y,111.2,mm,12445,1204
M2,121.0,mm,12445,1204
E,83.3,mm,12445,1204
H4,23,mm,12445,1204
Q1,113,mm,12445,1204
Hmax,413.9,mm,12445,1204
Q2,97,mm,12445,1204
Lmax,242.0,mm,12445,1204
d,160,mm,12446,1204
DN,150,mm,12446,1204
Gewicht,12.902,kg,12446,1204
Wmax,280,mm,12446,1204
U,90,mm,12446,1204
D1,189.0,mm,12446,1204
d2,M20,,12446,1204
V1,134.5,mm,12446,1204
Lg,71.5,mm,12446,1204
D2,284,mm,12446,1204
k,240,mm,12446,1204
Y,149.5,mm,12446,1204
M2,145.0,mm,12446,1204
E,107.5,mm,12446,1204
H4,23,mm,12446,1204
Q1,139,mm,12446,1204
Hmax,473.0,mm,12446,1204
Q2,123,mm,12446,1204
Lmax,290.0,mm,12446,1204
d,225,mm,12447,1204
DN,200,mm,12447,1204
Gewicht,16.691,kg,12447,1204
Wmax,360,mm,12447,1204
U,90,mm,12447,1204
D1,210.5,mm,12447,1204
d2,M20,,12447,1204
V1,161.5,mm,12447,1204
Lg,72.5,mm,12447,1204
D2,341,mm,12447,1204
k,295,mm,12447,1204
Y,149.5,mm,12447,1204
M2,145.0,mm,12447,1204
E,107.5,mm,12447,1204
H4,23,mm,12447,1204
Q1,178,mm,12447,1204
Hmax,521.5,mm,12447,1204
Q2,169,mm,12447,1204
Lmax,290.0,mm,12447,1204
d,280,mm,12448,1204
DN,250,mm,12448,1204
Gewicht,33.880,kg,12448,1204
Wmax,440,mm,12448,1204
U,125,mm,12448,1204
D1,264.4,mm,12448,1204
d2,M20,,12448,1204
V1,206.9,mm,12448,1204
Lg,113.2,mm,12448,1204
D2,412,mm,12448,1204
k,350,mm,12448,1204
Y1,18.2,mm,12448,1204
Y,160.0,mm,12448,1204
M2,169.8,mm,12448,1204
E,118.0,mm,12448,1204
H4,23,mm,12448,1204
Q1,210,mm,12448,1204
Hmax,649.5,mm,12448,1204
Q2,207,mm,12448,1204
Lmax,339.6,mm,12448,1204
d,315,mm,12449,1204
DN,300,mm,12449,1204
Gewicht,43.985,kg,12449,1204
Wmax,510,mm,12449,1204
U,125,mm,12449,1204
D1,285.2,mm,12449,1204
d2,M20,,12449,1204
V1,235.5,mm,12449,1204
Lg,114.6,mm,12449,1204
D2,482,mm,12449,1204
k,400,mm,12449,1204
Y1,18.2,mm,12449,1204
Y,160.0,mm,12449,1204
M2,169.8,mm,12449,1204
E,118.0,mm,12449,1204
H4,23,mm,12449,1204
Q1,256,mm,12449,1204
Hmax,698.9,mm,12449,1204
Q2,253,mm,12449,1204
Lmax,339.6,mm,12449,1204
d,63,mm,12280,1205
DN,50,mm,12280,1205
PN,10,bar,12280,1205
kv-Wert,740,l/min,12280,1205
Wmax,"287,8",mm,12280,1205
U,90,mm,12280,1205
D1,"133,3",mm,12280,1205
d2,M16,,12280,1205
H4,23,mm,12280,1205
V1,"78,8",mm,12280,1205
Lg,"44,7",mm,12280,1205
D2,160,mm,12280,1205
k,125,mm,12280,1205
Y,"66,8",mm,12280,1205
M1,"63,7",mm,12280,1205
M2,"205,3",mm,12280,1205
L4,165,mm,12280,1205
Q1,60,mm,12280,1205
Hmax,"278,9",mm,12280,1205
Q2,,mm,12280,1205
Lmax,"115,2",mm,12280,1205
d,63,mm,12281,1205
DN,50,mm,12281,1205
PN,10,bar,12281,1205
kv-Wert,740,l/min,12281,1205
Wmax,"287,8",mm,12281,1205
U,90,mm,12281,1205
D1,"133,3",mm,12281,1205
d2,M16,,12281,1205
H4,23,mm,12281,1205
V1,"78,8",mm,12281,1205
Lg,"44,7",mm,12281,1205
D2,160,mm,12281,1205
k,125,mm,12281,1205
Y,"66,8",mm,12281,1205
M1,"63,7",mm,12281,1205
M2,"205,3",mm,12281,1205
L4,165,mm,12281,1205
Q1,60,mm,12281,1205
Hmax,"278,9",mm,12281,1205
Q2,,mm,12281,1205
Lmax,"115,2",mm,12281,1205
d,75,mm,12282,1205
DN,65,mm,12282,1205
PN,10,bar,12282,1205
kv-Wert,1500,l/min,12282,1205
Wmax,"296,3",mm,12282,1205
U,90,mm,12282,1205
D1,"139,9",mm,12282,1205
d2,M16,,12282,1205
H4,23,mm,12282,1205
V1,"85,1",mm,12282,1205
Lg,"45,7",mm,12282,1205
D2,180,mm,12282,1205
k,145,mm,12282,1205
Y,"66,8",mm,12282,1205
M1,"63,7",mm,12282,1205
M2,"205,3",mm,12282,1205
L4,182,mm,12282,1205
Q1,54,mm,12282,1205
Hmax,"291,8",mm,12282,1205
Q2,35,mm,12282,1205
Lmax,"115,2",mm,12282,1205
d,75,mm,12283,1205
DN,65,mm,12283,1205
PN,10,bar,12283,1205
kv-Wert,1500,l/min,12283,1205
Wmax,"296,3",mm,12283,1205
U,90,mm,12283,1205
D1,"139,9",mm,12283,1205
d2,M16,,12283,1205
H4,23,mm,12283,1205
V1,"85,1",mm,12283,1205
Lg,"45,7",mm,12283,1205
D2,180,mm,12283,1205
k,145,mm,12283,1205
Y,"66,8",mm,12283,1205
M1,"63,7",mm,12283,1205
M2,"205,3",mm,12283,1205
L4,182,mm,12283,1205
Q1,54,mm,12283,1205
Hmax,"291,8",mm,12283,1205
Q2,35,mm,12283,1205
Lmax,"115,2",mm,12283,1205
d,90,mm,12284,1205
DN,80,mm,12284,1205
PN,10,bar,12284,1205
kv-Wert,2400,l/min,12284,1205
Wmax,"310,3",mm,12284,1205
U,90,mm,12284,1205
D1,"145,6",mm,12284,1205
d2,M16,,12284,1205
H4,23,mm,12284,1205
V1,"91,2",mm,12284,1205
Lg,"48,7",mm,12284,1205
D2,195,mm,12284,1205
k,160,mm,12284,1205
Y,"66,8",mm,12284,1205
M1,"63,7",mm,12284,1205
M2,"205,3",mm,12284,1205
L4,210,mm,12284,1205
Q1,67,mm,12284,1205
Hmax,"303,6",mm,12284,1205
Q2,50,mm,12284,1205
Lmax,"115,2",mm,12284,1205
d,90,mm,12285,1205
DN,80,mm,12285,1205
PN,10,bar,12285,1205
kv-Wert,2400,l/min,12285,1205
Wmax,"310,3",mm,12285,1205
U,90,mm,12285,1205
D1,"145,6",mm,12285,1205
d2,M16,,12285,1205
H4,23,mm,12285,1205
V1,"91,2",mm,12285,1205
Lg,"48,7",mm,12285,1205
D2,195,mm,12285,1205
k,160,mm,12285,1205
Y,"66,8",mm,12285,1205
M1,"63,7",mm,12285,1205
M2,"205,3",mm,12285,1205
L4,210,mm,12285,1205
Q1,67,mm,12285,1205
Hmax,"303,6",mm,12285,1205
Q2,50,mm,12285,1205
Lmax,"115,2",mm,12285,1205
d,110,mm,12286,1205
DN,100,mm,12286,1205
PN,10,bar,12286,1205
kv-Wert,3800,l/min,12286,1205
Wmax,"375,2",mm,12286,1205
U,90,mm,12286,1205
D1,"166,0",mm,12286,1205
d2,M16,,12286,1205
H4,23,mm,12286,1205
V1,"107,5",mm,12286,1205
Lg,"55,6",mm,12286,1205
D2,226,mm,12286,1205
k,180,mm,12286,1205
Y,"70,1",mm,12286,1205
M1,"63,7",mm,12286,1205
M2,"255,2",mm,12286,1205
L4,240,mm,12286,1205
Q1,88,mm,12286,1205
Hmax,"343,6",mm,12286,1205
Q2,74,mm,12286,1205
Lmax,"115,2",mm,12286,1205
d,110,mm,12287,1205
DN,100,mm,12287,1205
PN,10,bar,12287,1205
kv-Wert,3800,l/min,12287,1205
Wmax,"375,2",mm,12287,1205
U,90,mm,12287,1205
D1,"166,0",mm,12287,1205
d2,M16,,12287,1205
H4,23,mm,12287,1205
V1,"107,5",mm,12287,1205
Lg,"55,6",mm,12287,1205
D2,226,mm,12287,1205
k,180,mm,12287,1205
Y,"70,1",mm,12287,1205
M1,"63,7",mm,12287,1205
M2,"255,2",mm,12287,1205
L4,240,mm,12287,1205
Q1,88,mm,12287,1205
Hmax,"343,6",mm,12287,1205
Q2,74,mm,12287,1205
Lmax,"115,2",mm,12287,1205
d,140,mm,12288,1205
DN,125,mm,12288,1205
PN,10,bar,12288,1205
kv-Wert,8600,l/min,12288,1205
Wmax,"391,2",mm,12288,1205
U,90,mm,12288,1205
D1,"180,0",mm,12288,1205
d2,M16,,12288,1205
H4,23,mm,12288,1205
V1,"122,7",mm,12288,1205
Lg,"63,5",mm,12288,1205
D2,258,mm,12288,1205
k,210,mm,12288,1205
Y,"70,1",mm,12288,1205
M1,"63,7",mm,12288,1205
M2,"255,2",mm,12288,1205
L4,272,mm,12288,1205
Q1,113,mm,12288,1205
Hmax,"372,8",mm,12288,1205
Q2,97,mm,12288,1205
Lmax,"115,2",mm,12288,1205
d,140,mm,12289,1205
DN,125,mm,12289,1205
PN,10,bar,12289,1205
kv-Wert,8600,l/min,12289,1205
Wmax,"391,2",mm,12289,1205
U,90,mm,12289,1205
D1,"180,0",mm,12289,1205
d2,M16,,12289,1205
H4,23,mm,12289,1205
V1,"122,7",mm,12289,1205
Lg,"63,5",mm,12289,1205
D2,258,mm,12289,1205
k,210,mm,12289,1205
Y,"70,1",mm,12289,1205
M1,"63,7",mm,12289,1205
M2,"255,2",mm,12289,1205
L4,272,mm,12289,1205
Q1,113,mm,12289,1205
Hmax,"372,8",mm,12289,1205
Q2,97,mm,12289,1205
Lmax,"115,2",mm,12289,1205
d,160,mm,12290,1205
DN,150,mm,12290,1205
PN,10,bar,12290,1205
kv-Wert,11400,l/min,12290,1205
Wmax,"395,2",mm,12290,1205
U,90,mm,12290,1205
D1,"189,0",mm,12290,1205
d2,M20,,12290,1205
H4,23,mm,12290,1205
V1,"134,5",mm,12290,1205
Lg,"71,5",mm,12290,1205
D2,284,mm,12290,1205
k,240,mm,12290,1205
Y,"70,1",mm,12290,1205
M1,"63,7",mm,12290,1205
M2,"255,2",mm,12290,1205
L4,300,mm,12290,1205
Q1,139,mm,12290,1205
Hmax,"393,6",mm,12290,1205
Q2,123,mm,12290,1205
Lmax,"115,2",mm,12290,1205
d,160,mm,12291,1205
DN,150,mm,12291,1205
PN,10,bar,12291,1205
kv-Wert,11400,l/min,12291,1205
Wmax,"395,2",mm,12291,1205
U,90,mm,12291,1205
D1,"189,0",mm,12291,1205
d2,M20,,12291,1205
H4,23,mm,12291,1205
V1,"134,5",mm,12291,1205
Lg,"71,5",mm,12291,1205
D2,284,mm,12291,1205
k,240,mm,12291,1205
Y,"70,1",mm,12291,1205
M1,"63,7",mm,12291,1205
M2,"255,2",mm,12291,1205
L4,300,mm,12291,1205
Q1,139,mm,12291,1205
Hmax,"393,6",mm,12291,1205
Q2,123,mm,12291,1205
Lmax,"115,2",mm,12291,1205
d,225,mm,12292,1205
DN,200,mm,12292,1205
PN,10,bar,12292,1205
kv-Wert,19900,l/min,12292,1205
Wmax,"588,1",mm,12292,1205
U,90,mm,12292,1205
D1,"210,5",mm,12292,1205
d2,M20,,12292,1205
H4,23,mm,12292,1205
V1,"161,5",mm,12292,1205
Lg,"72,5",mm,12292,1205
D2,341,mm,12292,1205
k,295,mm,12292,1205
Y,"86,1",mm,12292,1205
M1,"101,7",mm,12292,1205
M2,"408,1",mm,12292,1205
L4,360,mm,12292,1205
Q1,178,mm,12292,1205
Hmax,"458,1",mm,12292,1205
Q2,169,mm,12292,1205
Lmax,"149,4",mm,12292,1205
d,225,mm,12293,1205
DN,200,mm,12293,1205
PN,10,bar,12293,1205
kv-Wert,19900,l/min,12293,1205
Wmax,"588,1",mm,12293,1205
U,90,mm,12293,1205
D1,"210,5",mm,12293,1205
d2,M20,,12293,1205
H4,23,mm,12293,1205
V1,"161,5",mm,12293,1205
Lg,"72,5",mm,12293,1205
D2,341,mm,12293,1205
k,295,mm,12293,1205
Y,"86,1",mm,12293,1205
M1,"101,7",mm,12293,1205
M2,"408,1",mm,12293,1205
L4,360,mm,12293,1205
Q1,178,mm,12293,1205
Hmax,"458,1",mm,12293,1205
Q2,169,mm,12293,1205
Lmax,"149,4",mm,12293,1205
d,280,mm,12294,1205
DN,250,mm,12294,1205
PN,6,bar,12294,1205
kv-Wert,34000,l/min,12294,1205
Wmax,"628,1",mm,12294,1205
U,125,mm,12294,1205
D1,"264,4",mm,12294,1205
d2,M20,,12294,1205
H4,23,mm,12294,1205
V1,"206,9",mm,12294,1205
Lg,"113,2",mm,12294,1205
D2,412,mm,12294,1205
k,350,mm,12294,1205
Y,"86,3",mm,12294,1205
M1,"101,7",mm,12294,1205
M2,"408,1",mm,12294,1205
L4,440,mm,12294,1205
Q1,210,mm,12294,1205
Hmax,"557,6",mm,12294,1205
Q2,207,mm,12294,1205
Lmax,"149,4",mm,12294,1205
d,280,mm,12295,1205
DN,250,mm,12295,1205
PN,6,bar,12295,1205
kv-Wert,34000,l/min,12295,1205
Wmax,"628,1",mm,12295,1205
U,125,mm,12295,1205
D1,"264,4",mm,12295,1205
d2,M20,,12295,1205
H4,23,mm,12295,1205
V1,"206,9",mm,12295,1205
Lg,"113,2",mm,12295,1205
D2,412,mm,12295,1205
k,350,mm,12295,1205
Y,"86,3",mm,12295,1205
M1,"101,7",mm,12295,1205
M2,"408,1",mm,12295,1205
L4,440,mm,12295,1205
Q1,210,mm,12295,1205
Hmax,"557,6",mm,12295,1205
Q2,207,mm,12295,1205
Lmax,"149,4",mm,12295,1205
d,315,mm,12296,1205
DN,300,mm,12296,1205
PN,6,bar,12296,1205
kv-Wert,50000,l/min,12296,1205
Wmax,"663,1",mm,12296,1205
U,125,mm,12296,1205
D1,"285,2",mm,12296,1205
d2,M20,,12296,1205
H4,23,mm,12296,1205
V1,"235,5",mm,12296,1205
Lg,"114,6",mm,12296,1205
D2,482,mm,12296,1205
k,400,mm,12296,1205
Y,"86,3",mm,12296,1205
M1,"101,7",mm,12296,1205
M2,"408,1",mm,12296,1205
L4,510,mm,12296,1205
Q1,256,mm,12296,1205
Hmax,"607,0",mm,12296,1205
Q2,253,mm,12296,1205
Lmax,"149,4",mm,12296,1205
d,315,mm,12297,1205
DN,300,mm,12297,1205
PN,6,bar,12297,1205
kv-Wert,50000,l/min,12297,1205
Wmax,"663,1",mm,12297,1205
U,125,mm,12297,1205
D1,"285,2",mm,12297,1205
d2,M20,,12297,1205
H4,23,mm,12297,1205
V1,"235,5",mm,12297,1205
Lg,"114,6",mm,12297,1205
D2,482,mm,12297,1205
k,400,mm,12297,1205
Y,"86,3",mm,12297,1205
M1,"101,7",mm,12297,1205
M2,"408,1",mm,12297,1205
L4,510,mm,12297,1205
Q1,256,mm,12297,1205
Hmax,"607,0",mm,12297,1205
Q2,253,mm,12297,1205
Lmax,"149,4",mm,12297,1205
d,63,mm,12196,1206
DN,50,,12196,1206
Zoll,2,inch,12196,1206
PN,10,bar,12196,1206
Hmax,"338,1",mm,12196,1206
Lmax,"245,5",mm,12196,1206
Wmax,"121,2",mm,12196,1206
U,90,mm,12196,1206
D1,"133,3",mm,12196,1206
H4,23,mm,12196,1206
V1,"78,8",mm,12196,1206
Lg,45,mm,12196,1206
D2,104,mm,12196,1206
Q1,40,mm,12196,1206
Q2,,mm,12196,1206
k,125,,12196,1206
Y,111,mm,12196,1206
E,"119,5",mm,12196,1206
Y1,15,mm,12196,1206
M2,"122,75",mm,12196,1206
d,63,mm,12197,1206
DN,50,,12197,1206
Zoll,2,inch,12197,1206
PN,10,bar,12197,1206
Hmax,"338,1",mm,12197,1206
Lmax,"245,5",mm,12197,1206
Wmax,"121,2",mm,12197,1206
U,90,mm,12197,1206
D1,"133,3",mm,12197,1206
H4,23,mm,12197,1206
V1,"78,8",mm,12197,1206
Lg,45,mm,12197,1206
D2,104,mm,12197,1206
Q1,40,mm,12197,1206
Q2,,mm,12197,1206
k,125,,12197,1206
Y,111,mm,12197,1206
E,"119,5",mm,12197,1206
Y1,15,mm,12197,1206
M2,"122,75",mm,12197,1206
d,75,mm,12198,1206
DN,65,,12198,1206
Zoll,2½,inch,12198,1206
PN,10,bar,12198,1206
Hmax,"351,0",mm,12198,1206
Lmax,"245,5",mm,12198,1206
Wmax,"132,5",mm,12198,1206
U,90,mm,12198,1206
D1,"139,9",mm,12198,1206
H4,23,mm,12198,1206
V1,"85,1",mm,12198,1206
Lg,46,mm,12198,1206
D2,115,mm,12198,1206
Q1,54,mm,12198,1206
Q2,35,mm,12198,1206
k,145,,12198,1206
Y,111,mm,12198,1206
E,"119,5",mm,12198,1206
Y1,15,mm,12198,1206
M2,"122,75",mm,12198,1206
d,75,mm,12199,1206
DN,65,,12199,1206
Zoll,2½,inch,12199,1206
PN,10,bar,12199,1206
Hmax,"351,0",mm,12199,1206
Lmax,"245,5",mm,12199,1206
Wmax,"132,5",mm,12199,1206
U,90,mm,12199,1206
D1,"139,9",mm,12199,1206
H4,23,mm,12199,1206
V1,"85,1",mm,12199,1206
Lg,46,mm,12199,1206
D2,115,mm,12199,1206
Q1,54,mm,12199,1206
Q2,35,mm,12199,1206
k,145,,12199,1206
Y,111,mm,12199,1206
E,"119,5",mm,12199,1206
Y1,15,mm,12199,1206
M2,"122,75",mm,12199,1206
d,90,mm,12200,1206
DN,80,,12200,1206
Zoll,3,inch,12200,1206
PN,10,bar,12200,1206
Hmax,"382,8",mm,12200,1206
Lmax,"343,0",mm,12200,1206
Wmax,"136,8",mm,12200,1206
U,90,mm,12200,1206
D1,"145,6",mm,12200,1206
H4,23,mm,12200,1206
V1,"91,2",mm,12200,1206
Lg,49,mm,12200,1206
D2,131,mm,12200,1206
Q1,67,mm,12200,1206
Q2,50,mm,12200,1206
k,160,,12200,1206
Y,131,mm,12200,1206
E,"161,5",mm,12200,1206
Y1,15,mm,12200,1206
M2,"171,50",mm,12200,1206
d,90,mm,12201,1206
DN,80,,12201,1206
Zoll,3,inch,12201,1206
PN,10,bar,12201,1206
Hmax,"382,8",mm,12201,1206
Lmax,"343,0",mm,12201,1206
Wmax,"136,8",mm,12201,1206
U,90,mm,12201,1206
D1,"145,6",mm,12201,1206
H4,23,mm,12201,1206
V1,"91,2",mm,12201,1206
Lg,49,mm,12201,1206
D2,131,mm,12201,1206
Q1,67,mm,12201,1206
Q2,50,mm,12201,1206
k,160,,12201,1206
Y,131,mm,12201,1206
E,"161,5",mm,12201,1206
Y1,15,mm,12201,1206
M2,"171,50",mm,12201,1206
d,110,mm,12202,1206
DN,100,,12202,1206
Zoll,4,inch,12202,1206
PN,10,bar,12202,1206
Hmax,"403,1",mm,12202,1206
Lmax,"343,0",mm,12202,1206
Wmax,"161,0",mm,12202,1206
U,90,mm,12202,1206
D1,"166,6",mm,12202,1206
H4,23,mm,12202,1206
V1,"105,7",mm,12202,1206
Lg,56,mm,12202,1206
D2,161,mm,12202,1206
Q1,88,mm,12202,1206
Q2,74,mm,12202,1206
k,180,,12202,1206
Y,131,mm,12202,1206
E,"141,5",mm,12202,1206
Y1,,mm,12202,1206
M2,"171,50",mm,12202,1206
d,110,mm,12203,1206
DN,100,,12203,1206
Zoll,4,inch,12203,1206
PN,10,bar,12203,1206
Hmax,"403,1",mm,12203,1206
Lmax,"343,0",mm,12203,1206
Wmax,"161,0",mm,12203,1206
U,90,mm,12203,1206
D1,"166,6",mm,12203,1206
H4,23,mm,12203,1206
V1,"105,7",mm,12203,1206
Lg,56,mm,12203,1206
D2,161,mm,12203,1206
Q1,88,mm,12203,1206
Q2,74,mm,12203,1206
k,180,,12203,1206
Y,131,mm,12203,1206
E,"141,5",mm,12203,1206
Y1,,mm,12203,1206
M2,"171,50",mm,12203,1206
d,140,mm,12204,1206
DN,125,,12204,1206
Zoll,5,inch,12204,1206
PN,10,bar,12204,1206
Hmax,"429,8",mm,12204,1206
Lmax,"343,0",mm,12204,1206
Wmax,"187,0",mm,12204,1206
U,90,mm,12204,1206
D1,"180,0",mm,12204,1206
H4,23,mm,12204,1206
V1,"118,8",mm,12204,1206
Lg,64,mm,12204,1206
D2,187,mm,12204,1206
Q1,113,mm,12204,1206
Q2,97,mm,12204,1206
k,210,,12204,1206
Y,131,mm,12204,1206
E,"141,5",mm,12204,1206
Y1,,mm,12204,1206
M2,"171,50",mm,12204,1206
d,140,mm,12205,1206
DN,125,,12205,1206
Zoll,5,inch,12205,1206
PN,10,bar,12205,1206
Hmax,"429,8",mm,12205,1206
Lmax,"343,0",mm,12205,1206
Wmax,"187,0",mm,12205,1206
U,90,mm,12205,1206
D1,"180,0",mm,12205,1206
H4,23,mm,12205,1206
V1,"118,8",mm,12205,1206
Lg,64,mm,12205,1206
D2,187,mm,12205,1206
Q1,113,mm,12205,1206
Q2,97,mm,12205,1206
k,210,,12205,1206
Y,131,mm,12205,1206
E,"141,5",mm,12205,1206
Y1,,mm,12205,1206
M2,"171,50",mm,12205,1206
d,63,mm,12341,1207
DN,50,mm,12341,1207
PN,10,bar,12341,1207
kv-Wert,740,l/min,12341,1207
Wmax,165,mm,12341,1207
U,90,mm,12341,1207
D1,"133,3",mm,12341,1207
d2,M16,,12341,1207
H4,23,mm,12341,1207
V1,"78,8",mm,12341,1207
Lg,"44,7",mm,12341,1207
D2,160,mm,12341,1207
k,125,mm,12341,1207
Y1,,mm,12341,1207
Y,"166,2",mm,12341,1207
M1,"107,3",mm,12341,1207
M2,"82,7",mm,12341,1207
E,"122,3",mm,12341,1207
Q1,40,mm,12341,1207
Hmax,"378,3",mm,12341,1207
Q2,,mm,12341,1207
Lmax,190,mm,12341,1207
d,75,mm,12342,1207
DN,65,mm,12342,1207
PN,10,bar,12342,1207
kv-Wert,1500,l/min,12342,1207
Wmax,182,mm,12342,1207
U,90,mm,12342,1207
D1,"139,9",mm,12342,1207
d2,M16,,12342,1207
H4,23,mm,12342,1207
V1,"85,1",mm,12342,1207
Lg,"45,7",mm,12342,1207
D2,180,mm,12342,1207
k,145,mm,12342,1207
Y1,,mm,12342,1207
Y,"166,2",mm,12342,1207
M1,"107,3",mm,12342,1207
M2,"82,7",mm,12342,1207
E,"122,3",mm,12342,1207
Q1,54,mm,12342,1207
Hmax,"391,2",mm,12342,1207
Q2,35,mm,12342,1207
Lmax,190,mm,12342,1207
d,90,mm,12343,1207
DN,80,mm,12343,1207
PN,10,bar,12343,1207
kv-Wert,2400,l/min,12343,1207
Wmax,210,mm,12343,1207
U,90,mm,12343,1207
D1,"145,6",mm,12343,1207
d2,M16,,12343,1207
H4,23,mm,12343,1207
V1,"91,2",mm,12343,1207
Lg,"48,7",mm,12343,1207
D2,195,mm,12343,1207
k,160,mm,12343,1207
Y1,,mm,12343,1207
Y,"189,3",mm,12343,1207
M1,"107,3",mm,12343,1207
M2,"82,7",mm,12343,1207
E,"122,3",mm,12343,1207
Q1,67,mm,12343,1207
Hmax,"426,1",mm,12343,1207
Q2,50,mm,12343,1207
Lmax,190,mm,12343,1207
d,110,mm,12344,1207
DN,100,mm,12344,1207
PN,10,bar,12344,1207
kv-Wert,3800,l/min,12344,1207
Wmax,240,mm,12344,1207
U,90,mm,12344,1207
D1,"166,0",mm,12344,1207
d2,M16,,12344,1207
H4,23,mm,12344,1207
V1,"107,5",mm,12344,1207
Lg,"55,6",mm,12344,1207
D2,226,mm,12344,1207
k,180,mm,12344,1207
Y1,,mm,12344,1207
Y,"189,3",mm,12344,1207
M1,"107,3",mm,12344,1207
M2,"82,7",mm,12344,1207
E,"122,3",mm,12344,1207
Q1,88,mm,12344,1207
Hmax,"462,8",mm,12344,1207
Q2,74,mm,12344,1207
Lmax,190,mm,12344,1207
d,140,mm,12345,1207
DN,125,mm,12345,1207
PN,10,bar,12345,1207
kv-Wert,8600,l/min,12345,1207
Wmax,272,mm,12345,1207
U,90,mm,12345,1207
D1,"180,0",mm,12345,1207
d2,M16,,12345,1207
H4,23,mm,12345,1207
V1,"122,7",mm,12345,1207
Lg,"63,5",mm,12345,1207
D2,258,mm,12345,1207
k,210,mm,12345,1207
Y1,,mm,12345,1207
Y,"189,3",mm,12345,1207
M1,"107,3",mm,12345,1207
M2,"82,7",mm,12345,1207
E,"122,3",mm,12345,1207
Q1,113,mm,12345,1207
Hmax,"492,0",mm,12345,1207
Q2,97,mm,12345,1207
Lmax,190,mm,12345,1207
d,160,mm,12346,1207
DN,150,mm,12346,1207
PN,10,bar,12346,1207
kv-Wert,11400,l/min,12346,1207
Wmax,300,mm,12346,1207
U,90,mm,12346,1207
D1,"189,0",mm,12346,1207
d2,M20,,12346,1207
H4,23,mm,12346,1207
V1,"134,5",mm,12346,1207
Lg,"71,5",mm,12346,1207
D2,284,mm,12346,1207
k,240,mm,12346,1207
Y1,,mm,12346,1207
Y,"199,3",mm,12346,1207
M1,"107,3",mm,12346,1207
M2,"82,7",mm,12346,1207
E,"122,3",mm,12346,1207
Q1,139,mm,12346,1207
Hmax,"522,8",mm,12346,1207
Q2,123,mm,12346,1207
Lmax,190,mm,12346,1207
d,225,mm,12347,1207
DN,200,mm,12347,1207
PN,10,bar,12347,1207
kv-Wert,19900,l/min,12347,1207
Wmax,360,mm,12347,1207
U,90,mm,12347,1207
D1,"210,5",mm,12347,1207
d2,M20,,12347,1207
H4,23,mm,12347,1207
V1,"161,5",mm,12347,1207
Lg,"72,5",mm,12347,1207
D2,341,mm,12347,1207
k,295,mm,12347,1207
Y1,,mm,12347,1207
Y,"199,3",mm,12347,1207
M1,"107,3",mm,12347,1207
M2,"82,7",mm,12347,1207
E,"122,3",mm,12347,1207
Q1,178,mm,12347,1207
Hmax,"571,3",mm,12347,1207
Q2,169,mm,12347,1207
Lmax,190,mm,12347,1207
d,280,mm,12348,1207
DN,250,mm,12348,1207
PN,6,bar,12348,1207
kv-Wert,34000,l/min,12348,1207
Wmax,460,mm,12348,1207
U,125,mm,12348,1207
D1,"264,4",mm,12348,1207
d2,M20,,12348,1207
H4,23,mm,12348,1207
V1,"206,9",mm,12348,1207
Lg,"113,2",mm,12348,1207
D2,412,mm,12348,1207
k,350,mm,12348,1207
Y1,17,mm,12348,1207
Y,"199,3",mm,12348,1207
M1,"107,3",mm,12348,1207
M2,"82,7",mm,12348,1207
E,"122,3",mm,12348,1207
